rwscode,dutch_name,iupac_name,pubchem_cid,molecular_formula,molecular_weight,pubchem_iupac_name,smiles,inchikey,inchi
23DClFyiCN,"2,3-dichloorfenylisocyanaat","2,3-dichlorophenyl isocyanate",33050,C7H3Cl2NO,188.01,"1,2-dichloro-3-isocyanatobenzene",C1=CC(=C(C(=C1)Cl)Cl)N=C=O,FYWJWWMKCARWQG-UHFFFAOYSA-N,InChI=1S/C7H3Cl2NO/c8-5-2-1-3-6(7(5)9)10-4-11/h1-3H
23DHindl2on,"2,3-dihydroindol-2-on","2,3-dihydro-1H-indol-2-one",321710,C8H7NO,133.15,"1,3-dihydroindol-2-one",C1C2=CC=CC=C2NC1=O,JYGFTBXVXVMTGB-UHFFFAOYSA-N,"InChI=1S/C8H7NO/c10-8-5-6-3-1-2-4-7(6)9-8/h1-4H,5H2,(H,9,10)"
245T,"2,4,5-trichloorfenoxyazijnzuur","2,4,5-trichlorophenoxyacetic acid",1480,C8H5Cl3O3,255.5,"2-(2,4,5-trichlorophenoxy)acetic acid",C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,SMYMJHWAQXWPDB-UHFFFAOYSA-N,"InChI=1S/C8H5Cl3O3/c9-4-1-6(11)7(2-5(4)10)14-3-8(12)13/h1-2H,3H2,(H,12,13)"
245TClAn,"2,4,5-trichlooraniline","2,4,5-trichloroaniline",12487,C6H4Cl3N,196.5,"2,4,5-trichloroaniline",C1=C(C(=CC(=C1Cl)Cl)Cl)N,GUMCAKKKNKYFEB-UHFFFAOYSA-N,"InChI=1S/C6H4Cl3N/c7-3-1-5(9)6(10)2-4(3)8/h1-2H,10H2"
245TClFol,"2,4,5-trichloorfenol","2,4,5-trichlorophenol",7271,C6H3Cl3O,197.4,"2,4,5-trichlorophenol",C1=C(C(=CC(=C1Cl)Cl)Cl)O,LHJGJYXLEPZJPM-UHFFFAOYSA-N,"InChI=1S/C6H3Cl3O/c7-3-1-5(9)6(10)2-4(3)8/h1-2,10H"
245TP,"2,4,5-trichloorfenoxypropionzuur","2,4,5-trichlorophenoxypropionic acid",7158,C9H7Cl3O3,269.5,"2-(2,4,5-trichlorophenoxy)propanoic acid",CC(C(=O)O)OC1=CC(=C(C=C1Cl)Cl)Cl,ZLSWBLPERHFHIS-UHFFFAOYSA-N,"InChI=1S/C9H7Cl3O3/c1-4(9(13)14)15-8-3-6(11)5(10)2-7(8)12/h2-4H,1H3,(H,13,14)"
246TBrFol,"2,4,6-tribroomfenol","2,4,6-tribromophenol",1483,C6H3Br3O,330.80,"2,4,6-tribromophenol",C1=C(C=C(C(=C1Br)O)Br)Br,BSWWXRFVMJHFBN-UHFFFAOYSA-N,"InChI=1S/C6H3Br3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H"
246TC1yFol,"2,4,6-trimethylfenol","2,4,6-trimethylphenol",10698,C9H12O,136.19,"2,4,6-trimethylphenol",CC1=CC(=C(C(=C1)C)O)C,BPRYUXCVCCNUFE-UHFFFAOYSA-N,"InChI=1S/C9H12O/c1-6-4-7(2)9(10)8(3)5-6/h4-5,10H,1-3H3"
246TClAn,"2,4,6-trichlooraniline","2,4,6-trichloroaniline",12471,C6H4Cl3N,196.5,"2,4,6-trichloroaniline",C1=C(C=C(C(=C1Cl)N)Cl)Cl,NATVSFWWYVJTAZ-UHFFFAOYSA-N,"InChI=1S/C6H4Cl3N/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,10H2"
246TClFol,"2,4,6-trichloorfenol","2,4,6-trichlorophenol",6914,C6H3Cl3O,197.4,"2,4,6-trichlorophenol",C1=C(C=C(C(=C1Cl)O)Cl)Cl,LINPIYWFGCPVIE-UHFFFAOYSA-N,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H"
2479T4C1y5dc,"2,4,7,9-tetramethyl-5-decyn-4,7-diol","2,4,7,9-tetramethyl-5-decyne-4,7-diol",31362,C14H26O2,226.35,"2,4,7,9-tetramethyldec-5-yne-4,7-diol",CC(C)CC(C)(C#CC(C)(CC(C)C)O)O,LXOFYPKXCSULTL-UHFFFAOYSA-N,"InChI=1S/C14H26O2/c1-11(2)9-13(5,15)7-8-14(6,16)10-12(3)4/h11-12,15-16H,9-10H2,1-6H3"
24D,"2,4-dichloorfenoxyazijnzuur","2,4-dichlorophenoxyacetic acid",1486,C8H6Cl2O3,221.03,"2-(2,4-dichlorophenoxy)acetic acid",C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,OVSKIKFHRZPJSS-UHFFFAOYSA-N,"InChI=1S/C8H6Cl2O3/c9-5-1-2-7(6(10)3-5)13-4-8(11)12/h1-3H,4H2,(H,11,12)"
24DB,"2,4-dichloorfenoxyboterzuur","2,4-dichlorophenoxybutyric acid",1489,C10H10Cl2O3,249.09,"4-(2,4-dichlorophenoxy)butanoic acid",C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)O,YIVXMZJTEQBPQO-UHFFFAOYSA-N,"InChI=1S/C10H10Cl2O3/c11-7-3-4-9(8(12)6-7)15-5-1-2-10(13)14/h3-4,6H,1-2,5H2,(H,13,14)"
rwscode,dutch_name,iupac_name,,,,,,,
1112T4ClC2a,"1,1,1,2-tetrachloorethaan","1,1,1,2-tetrachloroethane",12418,C2H2Cl4,167.8,"1,1,1,2-tetrachloroethane",C(C(Cl)(Cl)Cl)Cl,QVLAWKAXOMEXPM-UHFFFAOYSA-N,"InChI=1S/C2H2Cl4/c3-1-2(4,5)6/h1H2"
111TClC2a,"1,1,1-trichloorethaan","1,1,1-trichloroethane",6278,C2H3Cl3,133.40,"1,1,1-trichloroethane",CC(Cl)(Cl)Cl,UOCLXMDMGBRAIB-UHFFFAOYSA-N,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3"
1122T4ClC2a,"1,1,2,2-tetrachloorethaan","1,1,2,2-tetrachloroethane",6591,C2H2Cl4,167.8,"1,1,2,2-tetrachloroethane",C(C(Cl)Cl)(Cl)Cl,QPFMBZIOSGYJDE-UHFFFAOYSA-N,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H
112TClC2a,"1,1,2-trichloorethaan","1,1,2-trichloroethane",6574,C2H3Cl3,133.40,"1,1,2-trichloroethane",C(C(Cl)Cl)Cl,UBOXGVDOUJQMTN-UHFFFAOYSA-N,"InChI=1S/C2H3Cl3/c3-1-2(4)5/h2H,1H2"
11ClPF3OUdS,11-chlooreicosafluor-3-oxaundecaan-1-sulfonzuur,11-chloroeicosafluoro-3-oxaundecan-1-sulfonic acid,,,,,,,
11DClC2a,"1,1-dichloorethaan","1,1-dichloroethane",6365,C2H4Cl2,98.96,"1,1-dichloroethane",CC(Cl)Cl,SCYULBFZEHDVBN-UHFFFAOYSA-N,"InChI=1S/C2H4Cl2/c1-2(3)4/h2H,1H3"
11DClC2e,"1,1-dichlooretheen","1,1-dichloroethene",6366,C2H2Cl2,96.94,"1,1-dichloroethene",C=C(Cl)Cl,LGXVIGDEPROXKC-UHFFFAOYSA-N,InChI=1S/C2H2Cl2/c1-2(3)4/h1H2
11DClC3a,"1,1-dichloorpropaan","1,1-dichloropropane",6573,C3H6Cl2,112.98,"1,1-dichloropropane",CCC(Cl)Cl,WIHMGGWNMISDNJ-UHFFFAOYSA-N,"InChI=1S/C3H6Cl2/c1-2-3(4)5/h3H,2H2,1H3"
11DClC3e,"1,1-dichloorpropeen","1,1-dichloropropene",11245,C3H4Cl2,110.97,"1,1-dichloroprop-1-ene",CC=C(Cl)Cl,ZAIDIVBQUMFXEC-UHFFFAOYSA-N,"InChI=1S/C3H4Cl2/c1-2-3(4)5/h2H,1H3"
1234T4C1yBen,"1,2,3,4-tetramethylbenzeen","1,2,3,4-tetramethylbenzene",10263,C10H14,134.22,"1,2,3,4-tetramethylbenzene",CC1=C(C(=C(C=C1)C)C)C,UOHMMEJUHBCKEE-UHFFFAOYSA-N,"InChI=1S/C10H14/c1-7-5-6-8(2)10(4)9(7)3/h5-6H,1-4H3"
1234T4ClBen,"1,2,3,4-tetrachloorbenzeen","1,2,3,4-tetrachlorobenzene",12463,C6H2Cl4,215.9,"1,2,3,4-tetrachlorobenzene",C1=CC(=C(C(=C1Cl)Cl)Cl)Cl,GBDZXPJXOMHESU-UHFFFAOYSA-N,InChI=1S/C6H2Cl4/c7-3-1-2-4(8)6(10)5(3)9/h1-2H
1235T4C1yBen,"1,2,3,5-tetramethylbenzeen","1,2,3,5-tetramethylbenzene",10695,C10H14,134.22,"1,2,3,5-tetramethylbenzene",CC1=CC(=C(C(=C1)C)C)C,BFIMMTCNYPIMRN-UHFFFAOYSA-N,"InChI=1S/C10H14/c1-7-5-8(2)10(4)9(3)6-7/h5-6H,1-4H3"
1235T4ClBen,"1,2,3,5-tetrachloorbenzeen","1,2,3,5-tetrachlorobenzene",12468,C6H2Cl4,215.9,"1,2,3,5-tetrachlorobenzene",C1=C(C=C(C(=C1Cl)Cl)Cl)Cl,QZYNWJQFTJXIRN-UHFFFAOYSA-N,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H
123TC1yBen,"1,2,3-trimethylbenzeen","1,2,3-trimethylbenzene",10686,C9H12,120.19,"1,2,3-trimethylbenzene",CC1=C(C(=CC=C1)C)C,FYGHSUNMUKGBRK-UHFFFAOYSA-N,"InChI=1S/C9H12/c1-7-5-4-6-8(2)9(7)3/h4-6H,1-3H3"
123TClBen,"1,2,3-trichloorbenzeen","1,2,3-trichlorobenzene",6895,C6H3Cl3,181.4,"1,2,3-trichlorobenzene",C1=CC(=C(C(=C1)Cl)Cl)Cl,RELMFMZEBKVZJC-UHFFFAOYSA-N,InChI=1S/C6H3Cl3/c7-4-2-1-3-5(8)6(4)9/h1-3H
123TClC3a,"1,2,3-trichloorpropaan","1,2,3-trichloropropane",7285,C3H5Cl3,147.43,"1,2,3-trichloropropane",C(C(CCl)Cl)Cl,CFXQEHVMCRXUSD-UHFFFAOYSA-N,"InChI=1S/C3H5Cl3/c4-1-3(6)2-5/h3H,1-2H2"
123benztazl,"1,2,3-benzotriazool",1H-benzotriazole,7220,C6H5N3,119.12,2H-benzotriazole,C1=CC2=NNN=C2C=C1,QRUDEWIWKLJBPS-UHFFFAOYSA-N,"InChI=1S/C6H5N3/c1-2-4-6-5(3-1)7-9-8-6/h1-4H,(H,7,8,9)"
1245T4C1yBen,"1,2,4,5-tetramethylbenzeen","1,2,4,5-tetramethylbenzene",7269,C10H14,134.22,"1,2,4,5-tetramethylbenzene",CC1=CC(=C(C=C1C)C)C,SQNZJJAZBFDUTD-UHFFFAOYSA-N,"InChI=1S/C10H14/c1-7-5-9(3)10(4)6-8(7)2/h5-6H,1-4H3"
1245T4ClBen,"1,2,4,5-tetrachloorbenzeen","1,2,4,5-tetrachlorobenzene",7270,C6H2Cl4,215.9,"1,2,4,5-tetrachlorobenzene",C1=C(C(=CC(=C1Cl)Cl)Cl)Cl,JHBKHLUZVFWLAG-UHFFFAOYSA-N,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H
124TC1yBen,"1,2,4-trimethylbenzeen","1,2,4-trimethylbenzene",7247,C9H12,120.19,"1,2,4-trimethylbenzene",CC1=CC(=C(C=C1)C)C,GWHJZXXIDMPWGX-UHFFFAOYSA-N,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3"
124TClBen,"1,2,4-trichloorbenzeen","1,2,4-trichlorobenzene",13,C6H3Cl3,181.4,"1,2,4-trichlorobenzene",C1=CC(=C(C=C1Cl)Cl)Cl,PBKONEOXTCPAFI-UHFFFAOYSA-N,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H
124Tazl,"1,2,4-triazool","1,2,4-triazole",9257,C2H3N3,69.07,"1H-1,2,4-triazole",C1=NC=NN1,NSPMIYGKQJPBQR-UHFFFAOYSA-N,"InChI=1S/C2H3N3/c1-3-2-5-4-1/h1-2H,(H,3,4,5)"
12C3yegcl,"1,2-propyleenglycol","propane-1,2-diol",1030,C3H8O2,76.09,"propane-1,2-diol",CC(CO)O,DNIAPMSPPWPWGF-UHFFFAOYSA-N,"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3"
12C4oxC2oxC2,1-(2-butoxyethoxy)-ethanol,2-(2-butoxyethoxy)ethanol,8177,C8H18O3,162.23,2-(2-butoxyethoxy)ethanol,CCCCOCCOCCO,OAYXUHPQHDHDDZ-UHFFFAOYSA-N,"InChI=1S/C8H18O3/c1-2-3-5-10-7-8-11-6-4-9/h9H,2-8H2,1H3"
12DBr3ClC3a,"1,2-dibroom-3-chloorpropaan","1,2-dibromo-3-chloropropane",7280,C3H5Br2Cl,236.33,"1,2-dibromo-3-chloropropane",C(C(CBr)Br)Cl,WBEJYOJJBDISQU-UHFFFAOYSA-N,"InChI=1S/C3H5Br2Cl/c4-1-3(5)2-6/h3H,1-2H2"
12DBrC2a,"1,2-dibroomethaan","1,2-dibromoethane",7839,C2H4Br2,187.86,"1,2-dibromoethane",C(CBr)Br,PAAZPARNPHGIKF-UHFFFAOYSA-N,InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2
12DC2oxC2a,"1,2-diethoxyethaan (diethylglycol)","1,2-diethoxyethane",12375,C6H14O2,118.17,"1,2-diethoxyethane",CCOCCOCC,LZDKZFUFMNSQCJ-UHFFFAOYSA-N,"InChI=1S/C6H14O2/c1-3-7-5-6-8-4-2/h3-6H2,1-2H3"
12DClBen,"1,2-dichloorbenzeen","1,2-dichlorobenzene",7239,C6H4Cl2,147.00,"1,2-dichlorobenzene",C1=CC=C(C(=C1)Cl)Cl,RFFLAFLAYFXFSW-UHFFFAOYSA-N,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H
12DClC2a,"1,2-dichloorethaan","1,2-dichloroethane",11,C2H4Cl2,98.96,"1,2-dichloroethane",C(CCl)Cl,WSLDOOZREJYCGB-UHFFFAOYSA-N,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2
12DClC2e,"1,2-dichlooretheen","1,2-dichloroethene",10900,C2H2Cl2,96.94,"1,2-dichloroethene",C(=CCl)Cl,KFUSEUYYWQURPO-UHFFFAOYSA-N,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H
12DClC3a,"1,2-dichloorpropaan","1,2-dichloropropane",6564,C3H6Cl2,112.98,"1,2-dichloropropane",CC(CCl)Cl,KNKRKFALVUDBJE-UHFFFAOYSA-N,"InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3"
12xyln,"1,2-xyleen","1,2-dimethylbenzene",7237,C8H10,106.16,"1,2-xylene",CC1=CC=CC=C1C,CTQNGGLPUBDAKN-UHFFFAOYSA-N,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3"
134DClFy3C1y,"1-(3,4-dichloorfenyl)-3-methylureum","1-(3,4-dichlorophenyl)-3-methylurea",19113,C8H8Cl2N2O,219.06,"1-(3,4-dichlorophenyl)-3-methylurea",CNC(=O)NC1=CC(=C(C=C1)Cl)Cl,IDQHRQQSSQDLTR-UHFFFAOYSA-N,"InChI=1S/C8H8Cl2N2O/c1-11-8(13)12-5-2-3-6(9)7(10)4-5/h2-4H,1H3,(H2,11,12,13)"
134DClFyurum,"1-(3,4-dichloorfenyl)ureum","1-(3,4-dichlorophenyl)urea",16854,C7H6Cl2N2O,205.04,"(3,4-dichlorophenyl)urea",C1=CC(=C(C=C1NC(=O)N)Cl)Cl,CYESCLHCWJKRKM-UHFFFAOYSA-N,"InChI=1S/C7H6Cl2N2O/c8-5-2-1-4(3-6(5)9)11-7(10)12/h1-3H,(H3,10,11,12)"
135TC1yBen,"1,3,5-trimethylbenzeen","1,3,5-trimethylbenzene",7947,C9H12,120.19,"1,3,5-trimethylbenzene",CC1=CC(=CC(=C1)C)C,AUHZEENZYGFFBQ-UHFFFAOYSA-N,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3"
135TClBen,"1,3,5-trichloorbenzeen","1,3,5-trichlorobenzene",7950,C6H3Cl3,181.4,"1,3,5-trichlorobenzene",C1=C(C=C(C=C1Cl)Cl)Cl,XKEFYDZQGKAQCN-UHFFFAOYSA-N,InChI=1S/C6H3Cl3/c7-4-1-5(8)3-6(9)2-4/h1-3H
135Talicaurt,"1,3,5-triallylisocyanuraat","1,3,5-triallyl-1,3,5-triazine-2,4,6-trione",,,,,,,
135Tazn246TA,"1,3,5-Triazine-2,4,6-triamine (Melamine)","1,3,5-triazine-2,4,6-triamine",7955,C3H6N6,126.12,"1,3,5-triazine-2,4,6-triamine",C1(=NC(=NC(=N1)N)N)N,JDSHMPZPIAZGSV-UHFFFAOYSA-N,"InChI=1S/C3H6N6/c4-1-7-2(5)9-3(6)8-1/h(H6,4,5,6,7,8,9)"
13DC2yBen,"1,3-diethylbenzeen","1,3-diethylbenzene",8864,C10H14,134.22,"1,3-diethylbenzene",CCC1=CC(=CC=C1)CC,AFZZYIJIWUTJFO-UHFFFAOYSA-N,"InChI=1S/C10H14/c1-3-9-6-5-7-10(4-2)8-9/h5-8H,3-4H2,1-2H3"
13DClBen,"1,3-dichloorbenzeen","1,3-dichlorobenzene",10943,C6H4Cl2,147.00,"1,3-dichlorobenzene",C1=CC(=CC(=C1)Cl)Cl,ZPQOPVIELGIULI-UHFFFAOYSA-N,InChI=1S/C6H4Cl2/c7-5-2-1-3-6(8)4-5/h1-4H
13DClC3a,"1,3-dichloorpropaan","1,3-dichloropropane",8881,C3H6Cl2,112.98,"1,3-dichloropropane",C(CCl)CCl,YHRUOJUYPBUZOS-UHFFFAOYSA-N,InChI=1S/C3H6Cl2/c4-2-1-3-5/h1-3H2
13DClC3e,"1,3-dichloorpropeen","1,3-dichloropropene",24883,C3H4Cl2,110.97,"1,3-dichloroprop-1-ene",C(C=CCl)Cl,UOORRWUZONOOLO-UHFFFAOYSA-N,"InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2"
13DFygandne,"1,3-difenylguanidine","1,3-diphenylguanidine",7594,C13H13N3,211.26,"1,2-diphenylguanidine",C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N,OWRCNXZUPFZXOS-UHFFFAOYSA-N,"InChI=1S/C13H13N3/c14-13(15-11-7-3-1-4-8-11)16-12-9-5-2-6-10-12/h1-10H,(H3,14,15,16)"
13DactBen,"1,3-diacetylbenzeen","1,3-diacetylbenzene",23229,C10H10O2,162.18,1-(3-acetylphenyl)ethanone,CC(=O)C1=CC(=CC=C1)C(=O)C,VCHOFVSNWYPAEF-UHFFFAOYSA-N,"InChI=1S/C10H10O2/c1-7(11)9-4-3-5-10(6-9)8(2)12/h3-6H,1-2H3"
13xyln,"1,3-xyleen","1,3-dimethylbenzene",7929,C8H10,106.16,"1,3-xylene",CC1=CC(=CC=C1)C,IVSZLXZYQVIEFR-UHFFFAOYSA-N,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3"
14DC1y25DiC3,"1,4-dimethyl-2,5-diisopropylbenzeen","1,4-dimethyl-2,5-diisopropylbenzene",25211,C14H22,190.32,"1,4-dimethyl-2,5-di(propan-2-yl)benzene",CC1=CC(=C(C=C1C(C)C)C)C(C)C,MBEBPYJMHLBHDJ-UHFFFAOYSA-N,"InChI=1S/C14H22/c1-9(2)13-7-12(6)14(10(3)4)8-11(13)5/h7-10H,1-6H3"
14DC1yNaf,"1,4-dimethylnaftaleen","1,4-dimethylnaphthalene",11304,C12H12,156.22,"1,4-dimethylnaphthalene",CC1=CC=C(C2=CC=CC=C12)C,APQSQLNWAIULLK-UHFFFAOYSA-N,"InChI=1S/C12H12/c1-9-7-8-10(2)12-6-4-3-5-11(9)12/h3-8H,1-2H3"
14DC2yBen,"1,4-diethylbenzeen","1,4-diethylbenzene",7734,C10H14,134.22,"1,4-diethylbenzene",CCC1=CC=C(C=C1)CC,DSNHSQKRULAAEI-UHFFFAOYSA-N,"InChI=1S/C10H14/c1-3-9-5-7-10(4-2)8-6-9/h5-8H,3-4H2,1-2H3"
14DClBen,"1,4-dichloorbenzeen","1,4-dichlorobenzene",4685,C6H4Cl2,147.00,"1,4-dichlorobenzene",C1=CC(=CC=C1Cl)Cl,OCJBOOLMMGQPQU-UHFFFAOYSA-N,InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H
14DOxan,"1,4-dioxaan","1,4-dioxane",31275,C4H8O2,88.11,"1,4-dioxane",C1COCCO1,RYHBNJHYFVUHQT-UHFFFAOYSA-N,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2
14DactBen,"1,4-diacetylbenzeen","1,4-diacetylbenzene",13888,C10H10O2,162.18,1-(4-acetylphenyl)ethanone,CC(=O)C1=CC=C(C=C1)C(=O)C,SKBBQSLSGRSQAJ-UHFFFAOYSA-N,"InChI=1S/C10H10O2/c1-7(11)9-3-5-10(6-4-9)8(2)12/h3-6H,1-2H3"
14iC3yFyurum,1-(4-isopropylfenyl)ureum,1-(4-isopropylphenyl)urea,185831,C10H14N2O,178.23,(4-propan-2-ylphenyl)urea,CC(C)C1=CC=C(C=C1)NC(=O)N,ABBKOIZWGCVCKE-UHFFFAOYSA-N,"InChI=1S/C10H14N2O/c1-7(2)8-3-5-9(6-4-8)12-10(11)13/h3-7H,1-2H3,(H3,11,12,13)"
14xyln,"1,4-xyleen","1,4-dimethylbenzene",7809,C8H10,106.16,"1,4-xylene",CC1=CC=C(C=C1)C,URLKBWYHVLBVBO-UHFFFAOYSA-N,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3"
17aestDol,17alpha-estradiol,17α-estradiol,68570,C18H24O2,272.4,"(8R,9S,13S,14S,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=C3C=CC(=C4)O,VOXZDWNPVJITMN-SFFUCWETSA-N,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17-,18+/m1/s1"
17bestDol,17beta-estradiol,17β-estradiol,5757,C18H24O2,272.4,"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,VOXZDWNPVJITMN-ZBRFXRBCSA-N,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1"
1AoC3a,1-aminopropaan,1-aminopropane,7852,C3H9N,59.11,propan-1-amine,CCCN,WGYKZJWCGVVSQN-UHFFFAOYSA-N,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3"
1C16ol,1-hexadecanol,1-hexadecanol,2682,C16H34O,242.44,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,BXWNKGSJHAJOGX-UHFFFAOYSA-N,"InChI=1S/C16H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h17H,2-16H2,1H3"
1C1yC12yBen,1-methyldodecylbenzeen,1-methyl-4-dodecylbenzene,,,,,,,
1C1yNaf,1-methylnaftaleen,1-methylnaphthalene,7002,C11H10,142.20,1-methylnaphthalene,CC1=CC=CC2=CC=CC=C12,QPUYECUOLPXSFR-UHFFFAOYSA-N,"InChI=1S/C11H10/c1-9-5-4-7-10-6-2-3-8-11(9)10/h2-8H,1H3"
1C2yididn,1-ethylideenindeen,1-ethylideneindene,17183,C11H10,142.20,1-ethenyl-1H-indene,C=CC1C=CC2=CC=CC=C12,DNWJJJOJBSVOEL-UHFFFAOYSA-N,"InChI=1S/C11H10/c1-2-9-7-8-10-5-3-4-6-11(9)10/h2-9H,1H2"
1C3atol,1-propaanthiol,1-propanethiol,7848,C3H8S,76.16,propane-1-thiol,CCCS,SUVIGLJNEAMWEG-UHFFFAOYSA-N,"InChI=1S/C3H8S/c1-2-3-4/h4H,2-3H2,1H3"
1C3ol2ClPO4,1-propanol-2-chloorfosfaat,propyl 2-chlorophosphate,,,,,,,
1C3yBen,1-propylbenzeen,1-propylbenzene,7668,C9H12,120.19,propylbenzene,CCCC1=CC=CC=C1,ODLMAHJVESYWTB-UHFFFAOYSA-N,"InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3"
1C4atol,1-butaanthiol,1-butanethiol,8012,C4H10S,90.19,butane-1-thiol,CCCCS,WQAQPCDUOCURKW-UHFFFAOYSA-N,"InChI=1S/C4H10S/c1-2-3-4-5/h5H,2-4H2,1H3"
1ClC3a,1-chloorpropaan,1-chloropropane,10899,C3H7Cl,78.54,1-chloropropane,CCCCl,SNMVRZFUUCLYTO-UHFFFAOYSA-N,"InChI=1S/C3H7Cl/c1-2-3-4/h2-3H2,1H3"
1Fy1C5e3on,1-fenyl-1-penteen-3-on,1-phenyl-1-penten-3-one,92949,C11H12O,160.21,1-phenylpent-1-en-3-one,CCC(=O)C=CC1=CC=CC=C1,LVGUHATVVHIJET-UHFFFAOYSA-N,"InChI=1S/C11H12O/c1-2-11(12)9-8-10-6-4-3-5-7-10/h3-9H,2H2,1H3"
1Nafsfzr,1-naftaleensulfonzuur,1-naphthalenesulfonic acid,6812,C10H8O3S,208.24,naphthalene-1-sulfonic acid,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O,PSZYNBSKGUBXEH-UHFFFAOYSA-N,"InChI=1S/C10H8O3S/c11-14(12,13)10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,(H,11,12,13)"
1iC3y4C1yBen,1-isopropyl-4-methyl-benzeen,1-isopropyl-4-methylbenzene,7463,C10H14,134.22,1-methyl-4-propan-2-ylbenzene,CC1=CC=C(C=C1)C(C)C,HFPZCAJZSCWRBC-UHFFFAOYSA-N,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3"
2255T4C4yT4H,"2,2,5,5,-tetramethyl-tetrahydrofuran","2,2,5,5-tetramethyltetrahydrofuran",27010,C8H16O,128.21,"2,2,5,5-tetramethyloxolane",CC1(CCC(O1)(C)C)C,BBLDTXFLAHKYFJ-UHFFFAOYSA-N,"InChI=1S/C8H16O/c1-7(2)5-6-8(3,4)9-7/h5-6H2,1-4H3"
22C4oxC2ox02,2-(2-butoxyethoxy)ethylacetaat,2-(2-butoxyethoxy)ethyl acetate,31288,C10H20O4,204.26,2-(2-butoxyethoxy)ethyl acetate,CCCCOCCOCCOC(=O)C,VXQBJTKSVGFQOL-UHFFFAOYSA-N,"InChI=1S/C10H20O4/c1-3-4-5-12-6-7-13-8-9-14-10(2)11/h3-9H2,1-2H3"
22DClC3a,"2,2-dichloorpropaan","2,2-dichloropropane",11660,C3H6Cl2,112.98,"2,2-dichloropropane",CC(C)(Cl)Cl,ZEOVXNVKXIPWMS-UHFFFAOYSA-N,"InChI=1S/C3H6Cl2/c1-3(2,4)5/h1-2H3"
22DClppozr,"2,2-dichloorpropionzuur","2,2-dichloropropanoic acid",6418,C3H4Cl2O2,142.97,"2,2-dichloropropanoic acid",CC(C(=O)O)(Cl)Cl,NDUPDOJHUQKPAG-UHFFFAOYSA-N,"InChI=1S/C3H4Cl2O2/c1-3(4,5)2(6)7/h1H3,(H,6,7)"
